,index,isin,year,Return_n,Return_n+1,country,new_industry,exchange,fte_category,cap_category,businessClass,Total Revenue,Total Revenue : Annual Variation,Net Income,Net Income : Annual Variation,EBITDA,EBITDA : Annual Variation,Basic EPS,Basic EPS : Annual Variation,Operating Cash Flow,Operating Cash Flow : Annual Variation,Free Cash Flow,Free Cash Flow : Annual Variation,Total Assets,Total Assets : Annual Variation,Long Term Debt,Long Term Debt : Annual Variation,Total Liabilities Net Minority Interest,Total Liabilities Net Minority Interest : Annual Variation,Stockholders Equity,Stockholders Equity : Annual Variation
AT000ADDIKO0_2021,88,AT000ADDIKO0,2021,0.5355275731426377,0.09338582850355717,0.0,7.0,32.0,3.0,2.0,1.0,247800000.0,-0.0107784431137724,13600000.0,8.714285714285714,81756788.12265766,-0.4072728415875811,0.0,0.0,258600000.0,-0.0687792581922938,247600000.0,-0.0638941398865784,5842300000.0,-0.0122072871755854,0.0,0.0,5037200000.0,-0.0050564904795765,805100000.0,-0.054714101209346
SE0007464862_2022,90,SE0007464862,2022,-0.010689382337585013,0.9628134191728935,15.0,11.0,29.0,3.0,2.0,4.0,84577777.77777778,1.0420514515412498,7208888.888888889,27.912655971479506,16142222.222222222,3.145645474260929,0.04,21.5,9768888.888888888,9.789318672688005,8533333.333333334,14.87039180029757,175004444.44444445,0.8409600520645346,61742222.222222224,0.4214818528788793,131191111.1111111,0.7951340785996033,43813333.333333336,0.9933272672126175
SE0007464862_2021,91,SE0007464862,2021,2.196201487120946,-0.010689382337585013,15.0,11.0,29.0,3.0,2.0,4.0,41418044.44444445,0.299776560935264,249333.3333333333,-0.8083754611285695,3893777.777777778,-0.0542553650848482,0.0017777777777777,-0.8333333333333333,905422.2222222222,-0.8226609561614262,537688.8888888889,-0.8918875444585441,95061511.1111111,2.0931703606436,43435111.11111111,2.430483986464666,73081511.1111111,2.228057983305457,21980000.0,1.718323329595673
PLADVIV00015_2021,93,PLADVIV00015,2021,-0.7668419737880985,-0.5486196654868811,12.0,10.0,33.0,1.0,1.0,2.0,370815.6093952285,0.70276008492569,-4008230.0721287215,0.3327696210315935,-3551646.014425745,0.1524266746680669,-0.3042451914185315,0.3327706038489076,-1335537.2665063806,-0.3826672365890147,-1345015.720362493,-0.5951287404314545,13087664.139078973,-0.1631014856973908,930506.7505086,-0.715527599123613,11399574.625485484,0.1731816992220028,55714.814129831706,-0.986857890718726
DE0007269003_2021,95,DE0007269003,2021,0.022528587016365786,0.14935604979539238,5.0,15.0,10.0,4.0,4.0,9.0,434004000.0,0.1504818112461952,-24435.44,-0.9812398730439428,14546587.53,-0.1502237213837238,-0.032633,-0.9812397526611464,22427000.0,0.0042090180450454,5120000.0,-0.597895232859499,201324268.56,0.0655035292458274,0.0,0.0,149336765.11,0.0907245513618006,50767996.83,-0.0004810842660598
DE0005103006_2021,97,DE0005103006,2021,0.6933645428340572,0.7295852335820273,5.0,20.0,9.0,3.0,2.0,6.0,603317000.0,0.0678970826149908,59218000.0,1.91513242099045,118478000.0,3.30265833817548,1.17,1.925,123253000.0,0.2687790165014463,58977000.0,0.5217907366791382,601524000.0,0.2031153744609698,22518000.0,-0.5222050117761887,261612000.0,0.1049950581616361,339912000.0,0.2913706509433245
FR0012821890_2021,99,FR0012821890,2021,-0.17742494516716462,-0.178313839071455,4.0,2.0,27.0,2.0,2.0,0.0,23952000.0,0.3345963113612303,236000.0,-1.2773207990599296,1633000.0,0.7654054054054054,0.04,-1.2857142857142858,1510000.0,-5.3895348837209305,1103000.0,-2.1118951612903225,27293000.0,0.0568850681536555,520000.0,-0.48,32494000.0,0.0348407643312101,-5219000.0,-0.0685347135463144
NL0012969182_2022,101,NL0012969182,2022,-0.2880238522072004,0.06431836100369234,9.0,20.0,0.0,3.0,4.0,3.0,8935611000.0,0.4904064253057209,564139000.0,0.2010189113870692,795515000.0,0.2654419180269977,0.0,0.0,2021158000.0,0.1104372945906537,1922060000.0,0.0884924680031713,54721948.56703782,19671.29924304728,0.0,0.0,8273452.472991347,4.755795599762793,57879370.11755809,24576.13143754712
NL0012969182_2021,102,NL0012969182,2021,-0.0872195655106329,-0.2880238522072004,9.0,20.0,0.0,3.0,4.0,3.0,5995419000.0,0.6464648517365215,469717000.0,0.7995509905409185,628646000.0,0.7406639291380661,0.0,0.0,1820146000.0,0.7903421738322152,1765800000.0,0.7751104543329764,7852371.216967052,61.210633035071226,0.0,0.0,1270168.1425415569,29.125919576801152,24138767.11909216,0.2082155331919858
ES0105287009_2022,104,ES0105287009,2022,0.2693425869374901,-0.16306554762838596,14.0,17.0,20.0,3.0,2.0,5.0,765620206.0,0.1394071692970398,93125034.0,0.0942478726859721,153122916.0,0.1710191136627842,1.99,0.1242937853107344,9948325.0,-1.182563776364331,7036969.0,-1.1265793847268646,1898707920.0,0.1255029760502377,317416728.0,2.589337393707104,922374735.0,0.331602443832289,975921889.0,-0.0166205387838498
