isin,year,Return_n,Return_n+1,country,new_industry,exchange,fte_category,cap_category,businessClass,Total Revenue,Total Revenue : Annual Variation,Net Income,Net Income : Annual Variation,EBITDA,EBITDA : Annual Variation,Basic EPS,Basic EPS : Annual Variation,Operating Cash Flow,Operating Cash Flow : Annual Variation,Free Cash Flow,Free Cash Flow : Annual Variation,Total Assets,Total Assets : Annual Variation,Long Term Debt,Long Term Debt : Annual Variation,Total Liabilities Net Minority Interest,Total Liabilities Net Minority Interest : Annual Variation,Stockholders Equity,Stockholders Equity : Annual Variation
SE0010468124,2022,-0.5521978419294319,,2.0,9.0,29.0,1.0,1.0,7.0,8000.0,-0.09452577325511302,-2646222.222222222,0.5720547077150552,-2618577.777777778,0.3377077467986559,-0.15022222222222223,0.4695652173913044,-2487466.6666666665,0.5187235428199284,-2535555.5555555555,0.5454003684039441,4236177.777777778,-0.397966144517433,0.0,0.0,410933.3333333333,-0.0400747508305647,3825244.4444444445,-0.4211503282040245
SE0010468124,2021,0.0120481235539051,-0.5521978419294319,2.0,9.0,29.0,1.0,1.0,7.0,0.0,2.6674016789150725,-1683288.888888889,1.5870218579234974,-1957511.111111111,1.7648462021343376,-0.10222222222222221,1.129629629629629,-1637866.6666666667,0.5756798358132376,-1640711.111111111,0.5258328511201125,7036444.444444444,0.2556309878814796,0.0,0.0,428088.8888888889,0.1521531100478469,6608355.555555556,0.2629790703995651
DE0005167902,2023,0.3388397955970124,,5.0,14.0,9.0,2.0,2.0,4.0,54779000.0,-0.1378409430725404,2552000.0,-0.9839483731374264,7848000.0,-0.1302227640474343,0.0,0.0,465000.0,-0.9718897352194414,-969000.0,-1.1749413251489438,119308000.0,-0.5102359166348526,14146000.0,-0.0658390015188536,29760000.0,-0.0823594708766303,88724000.0,-0.5782358198170789
DE0005167902,2022,0.0632142171858631,0.3388397955970124,5.0,14.0,9.0,2.0,2.0,4.0,63537000.0,0.0175525696257266,158987000.0,53.50359958861844,9023000.0,-0.0259095325488502,0.0,0.0,16542000.0,-3.122129570237332,5539000.0,-1.3669183889772123,243603000.0,1.0462758406343713,15143000.0,-0.4824852192337924,32431000.0,-0.4303855273557566,210364000.0,2.8076999656089923
DE0005167902,2021,0.7285403851205872,0.0632142171858631,5.0,14.0,9.0,2.0,2.0,4.0,62441000.0,0.0227510974251457,2917000.0,-0.1071319253137434,9263000.0,-0.1996716778987385,0.0,0.0,-7795000.0,-2.63143574717455,-15096000.0,1.6981233243967828,119047000.0,0.3859596018394551,29261000.0,0.9003117287959476,56935000.0,0.6796471664159071,55247000.0,0.0801188684040743
SE0017936891,2022,-0.0813414410846989,,15.0,20.0,29.0,2.0,2.0,6.0,29447288.888888888,0.268123320497018,2336977.777777778,-0.3256816025032701,5630311.111111111,-0.1884769128273458,0.07022222222222223,-0.3706177267508976,2188711.111111111,-0.6738070635614551,-355466.6666666667,-1.0723251103233742,34813155.55555555,0.6058057770762009,529333.3333333334,0.0,14212622.222222222,0.1730715616792123,20600533.333333332,1.1540063015251922
DE000A11QW68,2023,-0.1159384443865983,,5.0,20.0,8.0,2.0,2.0,8.0,69814000.0,-0.1863359828442227,10082000.0,-0.5711794479179958,57559000.0,-0.213771530822713,0.12,-0.6129032258064516,45015000.0,-0.2713779317265826,22792000.0,-0.3822301729278473,564361000.0,0.0254508916079468,172839000.0,-0.0348341774767278,314199000.0,-0.0277744256207936,230285000.0,0.0658973931718877
DE000A11QW68,2022,0.0026876871062627,-0.1159384443865983,5.0,20.0,8.0,2.0,2.0,8.0,85802000.0,0.5262914472747973,23511000.0,1.3842409491937937,73209000.0,0.5000307345558856,0.31,1.214285714285714,61781000.0,0.5368407960199005,36894000.0,0.9426074136478516,550354000.0,0.0835446527012128,179077000.0,-0.1459631920565806,323175000.0,0.0405163060101548,216048000.0,0.1622857511754769
DE000A11QW68,2021,-0.0350964719701079,0.0026876871062627,5.0,20.0,8.0,2.0,2.0,8.0,56216000.0,0.1112077485669104,9861000.0,0.8790015243902439,48805000.0,0.1166659039948748,0.14,0.7555299192456238,40200000.0,0.0687225840755017,18992000.0,-0.4059616527478027,507920000.0,0.1077258600948694,209683000.0,0.0113734474858314,310591000.0,0.0467266097342329,185882000.0,0.2362627861503877
IT0005439861,2023,-0.0106090960809053,,7.0,5.0,21.0,2.0,2.0,4.0,75842602.0,0.3951090486622689,10591182.0,0.1085873588671438,15640416.0,0.087268645257591,0.347822,0.1085854159163418,3861845.0,-0.6517111077501357,907621.0,-0.8787144834487052,80287841.0,0.0570202938081985,0.0,0.0,17454083.0,-0.2148009099700691,62833758.0,0.1694809741404191
IT0005439861,2022,0.0790190712961376,-0.0106090960809053,7.0,5.0,21.0,2.0,2.0,4.0,54363207.0,-0.1085555125455866,9553764.0,0.1066068400046053,14385052.0,0.1361617616801706,0.313753,0.1066071308905325,11088051.0,0.3263720255454632,7483342.0,0.8630836746009043,75956764.0,0.2283345646580508,0.0,0.0,22228863.0,0.2579194408236619,53727901.0,0.2164974594406324
IT0005439861,2021,0.0428571649944234,0.0790190712961376,7.0,5.0,21.0,2.0,2.0,4.0,60983278.0,-0.0635118016815647,8633386.0,0.1477683331939623,12661095.0,0.1059896301037967,0.283527,0.1326943973920547,8359684.0,-0.2095295757273288,4016643.0,-0.5777651795713952,61837195.0,0.452361486248444,0.0,0.0,17671134.0,-0.0149320474942861,44166061.0,0.7925992775387612
NL0010872388,2022,0.8666666348775234,,5.0,21.0,8.0,1.0,2.0,3.0,1926756.0,1.325929735230528,-415913.0,0.73912298087819,-366450.0,1.0656475124293976,-0.177741,0.5979160860535994,11163859.590800788,0.3198181363756046,9208304.04072579,0.47280216008430526,3858468.0,0.5735618214888706,173600.0,0.0508474576271186,534966.0,-0.1081120282488042,3323502.0,0.7943082105140405
NL0010872388,2021,1.40963854498791,0.8666666348775234,5.0,21.0,8.0,1.0,2.0,3.0,828381.0,0.4550665017881358,-239151.0,-8.147583609791088,-177402.0,0.6413345175974242,-0.111233,-8.147731654029045,11163859.587388732,0.3198181364356726,9208304.0379138,0.47280216010402243,2452060.0,0.0472757402717212,165200.0,0.0535714285714285,599813.0,1.399520746323588,1852247.0,-0.1143498272447425
DK0010244425,2023,-0.0940692041115262,,2.0,14.0,4.0,4.0,4.0,3.0,47304307549.79157,-0.3736584528204688,3540528022.2325153,-0.8691006233303651,10533580361.27837,-0.6923180994128312,210.28253821213528,-0.858125,8932839277.443262,-0.7202981784429748,5555349698.934692,-0.802164088015043,76053728578.0454,-0.1236122971818958,3861973135.7109776,0.1046634870164281,25020842982.86244,-0.057176766266406,50050949513.663734,-0.1556625150411776
